IPR	X210222Fox_D21.2140	X210222Fox_D21.2141	X210222Fox_D21.2142	X210222Fox_D21.2143	X210222Fox_D21.2144	X210222Fox_D21.2145	X210222Fox_D21.2146	X210222Fox_D21.2147	X210713Fox_D21.6682	X210713Fox_D21.6683	X210713Fox_D21.6684	X210713Fox_D21.6685	X210713Fox_D21.6686	X210713Fox_D21.6687	X210713Fox_D21.6688	X210713Fox_D21.6689	X210713Fox_D21.6690	X210713Fox_D21.6691	X210713Fox_D21.6692	X210713Fox_D21.6693	ENTRY_AC	ENTRY_TYPE	ENTRY_NAME
IPR005602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR005602	Family	Protein of unknown function DUF334
IPR005625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	IPR005625	Family	PepSY-associated TM protein
IPR005627	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	IPR005627	Family	Copper homeostasis protein CutC
IPR005646	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	IPR005646	Family	Flagellar assembly protein A
IPR005648	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	IPR005648	Family	Flagellar hook capping protein
IPR005653	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	2	1	1	1	IPR005653	Domain	Organic solvent tolerance-like, N-terminal
IPR005654	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR005654	Family	ATPase, AFG1-like
IPR005662	0	0	1	0	0	0	0	0	0	0	3	0	2	0	2	3	3	3	1	3	IPR005662	Family	GTP-binding protein Era
IPR005665	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	2	1	2	0	2	IPR005665	Family	Protein-export membrane protein SecF, bacterial
IPR005677	0	0	0	0	0	0	1	0	0	1	4	1	4	0	2	4	4	4	3	4	IPR005677	Family	Fumarate hydratase, class II
IPR005679	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	3	3	0	3	IPR005679	Family	Ribosomal protein S12, bacterial-type
IPR005704	0	0	0	0	0	0	0	0	0	0	2	1	2	0	2	2	2	2	0	2	IPR005704	Family	Ribosomal protein S3, bacterial-type
IPR005706	0	2	0	0	0	0	0	0	0	0	3	3	3	0	2	3	3	3	0	3	IPR005706	Family	Ribosomal protein S2, bacteria/mitochondria/plastid
IPR005709	0	0	0	0	0	0	0	0	0	0	3	1	3	0	1	3	3	3	0	3	IPR005709	Family	Ribosomal protein S4, bacterial-type
IPR005712	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	4	0	2	IPR005712	Family	Ribosomal protein S5, bacterial-type
IPR005714	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	IPR005714	Family	ATPase, type III secretion system, FliI/YscN
IPR005717	0	0	0	0	0	0	1	0	0	0	3	1	2	1	1	0	2	2	0	2	IPR005717	Family	Ribosomal protein S7, bacterial/organellar-type
IPR005719	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	2	3	3	0	3	IPR005719	Family	Dihydroorotate dehydrogenase, class 2
IPR005720	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	2	2	1	0	1	IPR005720	Domain	Dihydroorotate dehydrogenase domain
IPR005722	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2	2	0	2	IPR005722	Family	ATP synthase, F1 complex, beta subunit
IPR005727	0	0	0	0	0	0	0	0	0	0	3	2	3	0	3	3	0	3	2	3	IPR005727	Family	Ribosomal protein L22, bacterial/chloroplast-type
IPR005730	0	0	1	0	0	0	1	1	0	0	2	1	3	0	3	4	3	4	2	6	IPR005730	Family	Carboxynorspermidine decarboxylase
IPR005732	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	2	1	1	1	1	IPR005732	Family	Ribosomal protein S19, bacterial-type
IPR005733	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	IPR005733	Family	DNA topoisomerase I, bacterial-type
IPR005743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	IPR005743	Family	DNA gyrase, subunit A
IPR005745	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	IPR005745	Family	Ribosomal protein L14P, bacterial-type
IPR005746	0	0	0	0	0	2	1	2	0	0	2	0	0	0	2	2	2	2	0	2	IPR005746	Family	Thioredoxin
IPR005747	0	0	1	0	0	0	0	1	0	0	4	0	2	0	2	4	1	4	0	4	IPR005747	Family	Endonuclease MutS2
IPR005749	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	4	0	2	2	2	IPR005749	Family	Ribosomal protein L15, bacterial-type
IPR005750	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	3	0	3	IPR005750	Family	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
IPR005758	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	1	IPR005758	Family	UDP-N-acetylmuramate--L-alanine ligase
IPR005759	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	2	2	0	2	IPR005759	Family	Endonuclease III
IPR005761	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	2	0	2	IPR005761	Family	UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase
IPR005762	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	2	IPR005762	Family	UDP-N-acetylmuramoylalanine-D-glutamate ligase MurD
IPR005764	0	0	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	2	0	2	IPR005764	Family	Adenine phosphoribosyl transferase
IPR005771	0	2	0	0	0	0	1	1	0	0	3	0	1	0	3	4	4	3	1	3	IPR005771	Family	UTP--glucose-1-phosphate uridylyltransferase, bacterial/archaeal-type
IPR005786	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	1	IPR005786	Family	Branched-chain amino acid aminotransferase II
IPR005791	0	0	0	0	0	0	0	0	0	0	2	1	2	0	2	2	2	2	0	2	IPR005791	Family	Protein translocase subunit SecD
IPR005793	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	2	1	0	1	IPR005793	Domain	Formyl transferase, C-terminal
IPR005794	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	0	2	0	2	IPR005794	Family	Methionyl-tRNA formyltransferase
IPR005797	0	0	0	0	0	0	0	1	0	0	3	2	3	0	3	3	2	3	0	3	IPR005797	Domain	Cytochrome b/b6, N-terminal
IPR005798	0	0	1	0	0	0	2	2	0	0	2	2	2	0	2	2	2	2	1	2	IPR005798	Domain	Cytochrome b/b6, C-terminal
IPR005801	2	0	2	0	0	0	0	5	0	0	4	4	6	2	6	6	8	4	4	4	IPR005801	Homologous_superfamily	ADC synthase
IPR005805	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2	2	0	0	IPR005805	Domain	Rieske iron-sulphur protein, C-terminal
IPR005807	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR005807	Family	SecE subunit of protein translocation complex, bacterial-like
IPR005809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	IPR005809	Family	Succinate--CoA synthetase, beta subunit
IPR005811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR005811	Domain	ATP-citrate lyase/succinyl-CoA ligase
IPR005813	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	16	9	9	8	9	IPR005813	Family	Ribosomal protein L20
IPR005814	0	0	1	0	0	0	3	0	2	0	7	5	8	0	4	8	9	7	2	9	IPR005814	Family	Aminotransferase class-III
IPR005815	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	2	0	1	IPR005815	Family	Adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA
IPR005822	0	0	1	0	0	0	5	0	0	0	5	0	4	0	4	6	0	5	4	5	IPR005822	Family	Ribosomal protein L13
IPR005823	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	IPR005823	Family	Ribosomal protein L13, bacterial-type
IPR005824	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	2	4	4	2	4	IPR005824	Domain	KOW
IPR005825	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	IPR005825	Conserved_site	Ribosomal protein L24/L26, conserved site
IPR005828	0	1	5	0	0	0	0	1	0	0	0	1	0	0	1	3	2	0	1	1	IPR005828	Family	Major facilitator,  sugar transporter-like
IPR005829	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	2	0	1	0	1	IPR005829	Conserved_site	Sugar transporter, conserved site
IPR005835	0	2	0	0	0	0	1	1	0	0	2	0	2	0	2	3	3	2	2	2	IPR005835	Domain	Nucleotidyl transferase domain
IPR005837	0	0	0	0	0	0	0	0	0	0	8	0	8	0	1	8	4	8	2	8	IPR005837	Family	Flagellar transport protein FliP
IPR005838	0	0	0	0	0	0	0	3	0	0	10	0	9	0	5	9	5	9	7	9	IPR005838	Family	Type III secretion system inner membrane P protein
IPR005839	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	2	3	4	0	5	IPR005839	Family	Methylthiotransferase
IPR005840	0	0	0	0	0	0	0	1	0	1	2	1	4	0	1	2	2	4	1	4	IPR005840	Family	Ribosomal protein S12 methylthiotransferase RimO
IPR005841	0	2	0	0	0	0	0	0	0	0	7	0	7	0	3	4	6	7	2	7	IPR005841	Family	Alpha-D-phosphohexomutase superfamily
IPR005843	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	3	2	2	1	2	IPR005843	Domain	Alpha-D-phosphohexomutase, C-terminal
IPR005844	0	1	0	0	0	0	0	1	0	0	2	0	2	0	1	3	2	3	2	2	IPR005844	Domain	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
IPR005845	0	1	0	0	0	0	0	0	0	0	2	1	2	0	1	2	2	2	1	2	IPR005845	Domain	Alpha-D-phosphohexomutase, alpha/beta/alpha domain II
IPR005846	0	0	0	0	0	0	0	0	0	0	2	0	2	1	2	2	2	2	0	2	IPR005846	Domain	Alpha-D-phosphohexomutase, alpha/beta/alpha domain III
IPR005848	0	0	6	0	0	0	2	2	0	0	7	3	7	0	3	7	7	7	0	7	IPR005848	Family	Urease, alpha subunit
IPR005855	0	0	0	0	0	0	2	0	0	0	2	1	3	0	2	3	2	3	1	3	IPR005855	Family	Glucosamine-fructose-6-phosphate aminotransferase, isomerising
IPR005878	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	1	2	0	2	IPR005878	Family	Ribosomal protein L1, bacterial-type
IPR005880	0	0	0	0	0	0	1	0	0	0	2	0	2	0	2	1	2	2	0	2	IPR005880	Family	Ribosomal protein L2, bacterial/organellar-type
IPR005881	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	2	2	0	2	IPR005881	Family	Serine O-acetyltransferase
IPR005882	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	2	0	2	IPR005882	Family	Bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase
IPR005886	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	2	2	2	0	2	IPR005886	Family	UDP-glucose 4-epimerase
IPR005900	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	0	2	IPR005900	Domain	6-phosphogluconolactonase, DevB-type
IPR005901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	IPR005901	Family	GLPGLI family protein
IPR005905	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	IPR005905	Family	D-alanine--D-alanine ligase
IPR005907	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR005907	Family	Glucose-1-phosphate thymidylyltransferase, short form
IPR005911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR005911	Family	Protein YhcC-like
IPR005913	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR005913	Family	dTDP-4-dehydrorhamnose reductase family
IPR005936	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	2	0	2	IPR005936	Family	Peptidase, FtsH
IPR005940	0	0	0	1	0	0	1	1	0	0	3	2	3	0	4	2	3	3	0	3	IPR005940	Family	Anthranilate phosphoribosyl transferase
IPR005941	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	2	0	2	0	2	IPR005941	Family	Succinyl-diaminopimelate desuccinylase, proteobacteria
IPR005946	0	0	0	0	0	0	0	2	0	0	3	3	4	0	4	3	0	3	2	3	IPR005946	Family	Ribose-phosphate pyrophosphokinase
IPR005950	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	2	1	2	1	2	IPR005950	Family	Molybdate ABC transporter, substrate-binding protein
IPR005952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	IPR005952	Family	Phosphoglycerate mutase 1
IPR005959	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR005959	Family	Fumarylacetoacetase
IPR005964	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR005964	Family	Bacterial glucose/galactose transporter
IPR005982	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	IPR005982	Family	Thioredoxin reductase
IPR005986	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	IPR005986	Family	Aspartate-semialdehyde dehydrogenase, beta-type
IPR005990	0	0	0	0	1	0	0	0	0	0	2	1	4	0	4	4	2	5	0	4	IPR005990	Family	Inosine-5'-monophosphate dehydrogenase
IPR005994	0	0	0	0	0	0	0	0	0	0	3	0	3	0	5	3	0	3	0	3	IPR005994	Family	Guanosine monophosphate reductase, type2
IPR005995	0	1	0	0	0	0	1	1	0	0	5	0	4	0	2	5	4	5	0	5	IPR005995	Family	Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent
IPR006009	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	IPR006009	Family	N-acetylglucosaminyltransferase, MurG
IPR006016	1	0	0	0	0	0	2	0	0	0	1	0	1	0	1	1	1	1	1	1	IPR006016	Domain	UspA
IPR006027	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	1	IPR006027	Domain	NusB/RsmB/TIM44
IPR006032	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	10	10	0	10	IPR006032	Family	Ribosomal protein S12/S23
IPR006034	0	0	0	0	0	0	0	4	0	0	5	0	6	0	3	3	6	6	3	6	IPR006034	Family	Asparaginase/glutaminase-like
IPR006035	0	0	0	0	0	0	0	0	0	0	3	6	6	0	14	6	10	3	5	3	IPR006035	Family	Ureohydrolase
IPR006037	0	0	0	0	0	0	0	0	0	0	4	0	4	0	2	4	4	5	0	4	IPR006037	Domain	Regulator of K+ conductance, C-terminal
IPR006043	0	1	2	0	0	0	1	0	0	0	1	0	1	0	1	2	1	1	1	1	IPR006043	Family	Nucleobase cation symporter 2 family
IPR006047	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	IPR006047	Domain	Glycosyl hydrolase, family 13, catalytic domain
IPR006054	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	IPR006054	Domain	DNA polymerase III epsilon subunit, exonuclease domain
IPR006056	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR006056	Family	RidA family
IPR006058	0	0	1	0	0	0	0	0	0	0	2	1	1	0	1	1	1	1	1	1	IPR006058	Binding_site	2Fe-2S ferredoxin, iron-sulphur binding site
IPR006059	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR006059	Family	Bacterial extracellular solute-binding protein
IPR006062	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	IPR006062	Family	Histidine biosynthesis protein
IPR006067	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR006067	Domain	Nitrite/sulphite reductase 4Fe-4S domain
IPR006070	0	0	0	0	0	0	2	0	0	0	2	0	2	0	2	2	1	2	2	2	IPR006070	Domain	Threonylcarbamoyl-AMP synthase-like domain
IPR006073	0	1	3	1	0	0	2	2	0	0	22	8	21	0	14	26	17	22	6	23	IPR006073	Domain	GTP binding domain
IPR006074	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	IPR006074	Conserved_site	GTP1/OBG, conserved site
IPR006075	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	IPR006075	Domain	Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic
IPR006076	0	1	1	0	0	0	0	1	0	0	1	1	1	0	3	2	1	1	1	1	IPR006076	Domain	FAD dependent oxidoreductase
IPR006089	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	IPR006089	Conserved_site	Acyl-CoA dehydrogenase, conserved site
IPR006091	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	IPR006091	Domain	Acyl-CoA oxidase/dehydrogenase, middle domain
IPR006094	0	0	0	0	0	0	0	0	0	1	2	0	1	0	2	2	2	2	1	2	IPR006094	Domain	FAD linked oxidase, N-terminal
IPR006095	0	0	0	0	0	0	0	0	0	0	3	0	4	0	3	4	4	4	0	4	IPR006095	Family	Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase
IPR006096	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	0	2	IPR006096	Domain	Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, C-terminal
IPR006097	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR006097	Domain	Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, dimerisation domain
IPR006099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR006099	Domain	Methylmalonyl-CoA mutase, alpha/beta chain, catalytic
IPR006102	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	IPR006102	Domain	Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich
IPR006103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	IPR006103	Domain	Glycoside hydrolase family 2, catalytic domain
IPR006104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR006104	Domain	Glycosyl hydrolases family 2, sugar binding domain
IPR006109	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	IPR006109	Domain	Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal
IPR006110	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	2	2	IPR006110	Family	RNA polymerase, subunit omega/Rpo6/RPB6
IPR006115	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	2	1	1	1	1	IPR006115	Domain	6-phosphogluconate dehydrogenase, NADP-binding
IPR006118	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	IPR006118	Conserved_site	Recombinase, conserved site
IPR006119	2	1	0	0	0	0	3	0	0	0	0	2	0	0	3	2	0	3	3	3	IPR006119	Domain	Resolvase, N-terminal catalytic domain
IPR006120	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR006120	Domain	Resolvase, HTH domain
IPR006121	0	4	0	0	0	0	9	0	0	0	12	3	9	0	12	9	6	12	3	12	IPR006121	Domain	Heavy metal-associated domain, HMA
IPR006122	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	1	IPR006122	Domain	Heavy metal-associated domain, copper ion-binding
IPR006124	0	0	0	0	0	0	0	1	0	0	2	0	3	0	3	2	3	2	0	2	IPR006124	Domain	Metalloenzyme
IPR006127	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR006127	Family	Periplasmic solute binding protein, ZnuA-like
IPR006128	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR006128	Family	Adhesion lipoprotein
IPR006129	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR006129	Family	Adhesin B
IPR006130	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	3	0	5	3	5	IPR006130	Family	Aspartate/ornithine carbamoyltransferase
IPR006131	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	IPR006131	Domain	Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain
IPR006132	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	IPR006132	Domain	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding
IPR006135	0	0	0	0	0	0	1	2	0	0	9	0	9	0	4	9	8	11	0	9	IPR006135	Family	Type III secretion system substrate exporter
IPR006136	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	IPR006136	Family	Flagellar biosynthetic protein FlhB
IPR006137	1	0	1	0	0	0	0	0	0	0	2	1	2	0	2	2	3	2	0	2	IPR006137	Domain	NADH:ubiquinone oxidoreductase-like, 20kDa subunit
IPR006138	2	0	1	0	0	0	0	0	0	0	2	1	2	0	2	2	2	2	0	2	IPR006138	Family	NADH-ubiquinone oxidoreductase, 20 Kd subunit
IPR006139	0	1	0	0	0	0	0	0	0	0	2	0	2	0	2	3	1	2	1	2	IPR006139	Domain	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
IPR006140	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	2	2	2	0	2	IPR006140	Domain	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
IPR006143	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	IPR006143	Family	RND efflux pump, membrane fusion protein
IPR006145	0	0	0	0	0	0	0	0	0	0	7	4	7	0	6	7	6	7	2	7	IPR006145	Domain	Pseudouridine synthase, RsuA/RluA-like
IPR006146	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	IPR006146	Conserved_site	5'-Nucleotidase, conserved site
IPR006148	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	IPR006148	Domain	Glucosamine/galactosamine-6-phosphate isomerase
IPR006151	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR006151	Domain	Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase
IPR006153	0	0	1	0	0	0	1	2	0	0	3	1	3	0	2	2	3	2	0	2	IPR006153	Domain	Cation/H+ exchanger
IPR006157	0	1	0	0	0	0	4	0	0	0	2	0	4	0	3	4	3	3	0	4	IPR006157	Domain	Dihydroneopterin aldolase/epimerase domain
IPR006158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	IPR006158	Domain	Cobalamin (vitamin B12)-binding domain
IPR006160	0	0	0	0	0	0	0	0	0	0	2	0	4	0	6	2	4	2	0	2	IPR006160	Family	Short chain fatty acid transporter AtoE
IPR006161	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	IPR006161	Family	Conserved hypothetical protein CHP00336
IPR006162	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	IPR006162	PTM	Phosphopantetheine attachment site
IPR006168	0	0	1	0	0	0	0	0	0	0	8	0	6	0	6	9	5	9	0	9	IPR006168	Family	Glycerol-3-phosphate dehydrogenase, NAD-dependent
IPR006169	0	0	2	0	0	0	2	0	0	0	2	2	2	0	4	3	2	2	0	2	IPR006169	Domain	GTP1/OBG domain
IPR006171	0	0	0	0	0	0	3	6	0	0	14	0	11	0	12	12	12	12	3	15	IPR006171	Domain	TOPRIM  domain
IPR006175	0	0	2	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	0	2	IPR006175	Family	YjgF/YER057c/UK114 family
IPR006176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR006176	Domain	3-hydroxyacyl-CoA dehydrogenase, NAD binding
IPR006179	0	0	0	0	0	0	1	1	0	0	6	1	8	0	4	6	6	7	7	7	IPR006179	Family	5'-Nucleotidase/apyrase
IPR006182	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	IPR006182	Domain	Flagellar M-ring , N-terminal
IPR006190	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR006190	Domain	Antifreeze-like/N-acetylneuraminic acid synthase C-terminal
IPR006194	0	0	0	0	0	0	0	0	0	0	3	0	4	1	3	4	2	2	1	2	IPR006194	Family	Glycine-tRNA synthetase, heterodimeric
IPR006195	0	1	0	0	0	0	3	4	0	0	9	1	7	0	8	9	8	7	2	7	IPR006195	Domain	Aminoacyl-tRNA synthetase, class II
IPR006196	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2	2	0	2	IPR006196	Domain	RNA-binding domain, S1, IF1 type
IPR006203	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	IPR006203	Conserved_site	GHMP kinase, ATP-binding, conserved site
IPR006204	0	0	0	0	0	0	0	1	0	0	2	0	2	0	1	2	2	2	0	2	IPR006204	Domain	GHMP kinase N-terminal domain
IPR006213	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR006213	Conserved_site	Bax inhibitor 1, conserved site
IPR006214	0	0	0	0	0	0	2	2	0	0	2	2	2	2	2	2	2	2	0	2	IPR006214	Family	Bax inhibitor 1-related
IPR006218	0	1	1	0	0	0	2	1	0	0	1	0	1	0	3	1	1	1	1	1	IPR006218	Domain	DAHP synthetase I/KDSA
IPR006219	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR006219	Family	DAHP synthase, class 1
IPR006221	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	3	2	3	0	2	IPR006221	Domain	Anthranilate synthase/para-aminobenzoate synthase like domain
IPR006222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR006222	Domain	Aminomethyltransferase, folate-binding domain
IPR006224	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	3	2	3	1	3	IPR006224	Conserved_site	Pseudouridine synthase, RluA-like, conserved site
IPR006225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	IPR006225	Family	Pseudouridine synthase, RluC/RluD
IPR006231	0	1	0	0	0	0	0	0	0	0	2	0	2	0	1	2	2	2	0	3	IPR006231	Family	Malate:quinone-oxidoreductase
IPR006233	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR006233	Family	Cystathionine beta-lyase, bacterial
IPR006236	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	IPR006236	Family	D-3-phosphoglycerate dehydrogenase
IPR006249	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	IPR006249	Family	Aconitase/Iron-responsive element-binding protein 2
IPR006254	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR006254	Family	Isocitrate lyase
IPR006260	0	0	0	0	0	0	1	0	0	0	2	0	1	0	2	2	1	2	0	2	IPR006260	Domain	TonB/TolA, C-terminal
IPR006264	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	2	4	0	4	IPR006264	Family	3-phosphoshikimate 1-carboxyvinyltransferase
IPR006269	0	1	0	0	0	0	1	1	0	0	3	0	1	0	3	3	3	3	1	3	IPR006269	Family	3-deoxy-8-phosphooctulonate synthase
