OTU_ID	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Key	16s_E1	16s_G1	16s_C2	16s_E2	16s_F2	16s_G2	16s_H2	16s_D3	16s_F3	16s_A4	16s_B4	16s_C4	16s_D4	16s_E4	16s_H4	16s_A5	16s_B5	16s_C5	16s_D5	16s_E5
14559	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Rhizorhapis	s__	Rhizorhapis	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
14674	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Frederiksenia	s__	Frederiksenia	14	0	0	0	0	0	50	0	0	21	0	0	0	23	0	0	0	0	0	0
14679	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Faucicola	s__	Faucicola	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	23	0	0	0	0
14689	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Vulcaniibacterium	s__	Vulcaniibacterium	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0
25617	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Savagea	s__	Savagea	0	0	0	0	0	0	0	0	21	0	0	0	0	0	28	0	0	21	0	0
25618	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__[Renibacterium] salmoninarum group	s__	[Renibacterium]_salmoninarum_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25932	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__	Roseomonas	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25948	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Azospirillum	s__	Azospirillum	0	0	0	0	0	0	0	0	3390	0	0	0	0	0	0	0	0	0	0	0
25953	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Skermanella	s__	Skermanella	0	0	42	0	0	0	0	40	0	0	18	0	0	34	0	23	0	0	0	0
25968	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__SWB02	s__	SWB02	0	36	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26014	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Paracaedibacterales	f__Paracaedibacteraceae	g__Candidatus Paracaedibacter	s__	Candidatus_Paracaedibacter	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0
26042	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Bosea	s__	Bosea	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
26048	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Microvirga	s__	Microvirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26050	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Psychroglaciecola	s__	Psychroglaciecola	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
26058	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia	s__	Devosia	0	0	0	0	0	0	0	62	0	197	35	0	0	0	0	0	0	0	0	0
26077	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylopilaceae	g__Albibacter	s__	Albibacter	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
26083	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Pleomorphomonadaceae	g__Chthonobacter	s__	Chthonobacter	10	0	78	20	0	0	16	0	0	33	0	0	33	0	0	31	0	0	0	0
26091	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0	0	0	0	0	0	38	25	89	0	0	0	0	0	0	0	0	0	0	0
26093	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aquamicrobium	s__	Aquamicrobium	0	0	0	0	0	0	0	0	36	37	0	0	0	0	49	0	0	49	0	0
26095	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aureimonas	s__	Aureimonas	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
26112	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium	s__	Mesorhizobium	66	0	0	122	32	0	103	0	73	95	89	0	0	0	40	38	0	0	0	0
26115	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ochrobactrum	s__	Ochrobactrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26120	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pseudaminobacter	s__	Pseudaminobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26151	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__	Bradyrhizobium	75	0	28	58	28	0	0	0	74	43	0	0	43	0	32	0	0	0	0	0
26156	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudorhodoplanes	s__	Pseudorhodoplanes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26157	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Rhodoplanes	s__	Rhodoplanes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26163	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Halodurantibacterium	s__	Halodurantibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26182	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Magnetospiraceae	g__uncultured	s__	f__Magnetospiraceae_uncultured	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26194	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Terasakiellaceae	g__Terasakiella	s__	Terasakiella	0	40	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26240	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Altererythrobacter	s__	Altererythrobacter	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0
26244	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Ellin6055	s__	Ellin6055	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0
26245	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Erythrobacter	s__	Erythrobacter	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0
26307	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Rheinheimera	s__	Rheinheimera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26315	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Moritellaceae	g__uncultured	s__	f__Moritellaceae_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26328	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Beggiatoales	f__Beggiatoaceae	g__Beggiatoa	s__	Beggiatoa	0	43	0	0	0	61	0	0	202	18	16	0	0	11	38	13	18	14	0	0
26614	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Coxiellales	f__Coxiellaceae	g__Coxiella	s__	Coxiella	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26618	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__Aquicella	s__	Aquicella	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26621	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__uncultured	s__	f__Diplorickettsiaceae_uncultured	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26661	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria Incertae Sedis	f__Unknown Family	g__Acidibacter	s__	Acidibacter	0	0	0	0	0	0	0	0	29	0	0	0	0	0	73	0	0	42	0	0
26767	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Marinomonadaceae	g__Marinomonas	s__	Marinomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26797	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Rodentibacter	s__	Rodentibacter	13	0	0	0	0	0	69	0	0	0	0	0	0	13	0	0	0	0	0	0
26818	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Salinisphaerales	f__Solimonadaceae	g__Hydrocarboniphaga	s__	Hydrocarboniphaga	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0
26828	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Steroidobacter	s__	Steroidobacter	0	6537	0	0	0	6961	0	145	0	0	0	0	130	0	0	0	0	0	14	65
26868	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Dokdonella	s__	Dokdonella	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
43176	k__Bacteria	p__Abditibacteriota	c__Abditibacteria	o__Abditibacteriales	f__Abditibacteriaceae	g__Abditibacterium	s__	Abditibacterium	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0
43221	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Blastocatellales	f__Blastocatellaceae	g__JGI 0001001-H03	s__	JGI_0001001-H03	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
43274	k__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__Vicinamibacter	s__	Vicinamibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43297	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Iamiaceae	g__Iamia	s__	Iamia	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
43305	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichaceae	g__Sva0996 marine group	s__	Sva0996_marine_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43314	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__	Actinomyces	45	0	0	23	0	0	197	41	16	29	66	0	0	0	0	26	0	0	0	0
43317	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__F0332	s__	F0332	0	0	0	0	0	0	29	16	0	0	16	0	0	0	0	0	0	0	0	0
43329	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__	Bifidobacterium	0	143	0	0	0	170	0	0	0	0	0	0	46	0	0	0	0	0	0	0
43344	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__	Corynebacterium	115	16	0	188	0	0	18	35	23	0	28	0	0	0	0	42	0	0	0	13
43345	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Lawsonella	s__	Lawsonella	88	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43346	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Turicella	s__	Turicella	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43354	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__	Mycobacterium	0	0	0	0	0	0	0	0	0	39	16	0	0	21	0	0	0	0	0	0
43356	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Gordonia	s__	Gordonia	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
43358	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Nocardia	s__	Nocardia	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
43359	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	s__	Rhodococcus	0	0	0	0	0	0	0	0	0	146	39	0	0	0	0	0	0	0	0	0
43427	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Brevibacteriaceae	g__Brevibacterium	s__	Brevibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43432	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Cellulomonadaceae	g__Cellulomonas	s__	Cellulomonas	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
43493	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	s__	Agromyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43509	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Curtobacterium	s__	Curtobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43528	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	s__	Leucobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43534	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__	Microbacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	16	0	0
43565	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Micrococcus	s__	Micrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43573	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Rothia	s__	Rothia	0	0	0	21	0	0	65	74	0	0	73	0	0	0	0	21	0	0	0	0
43646	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Marmoricola	s__	Marmoricola	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
43648	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__	Nocardioides	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
43656	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__	Cutibacterium	660	38	74	439	40	0	49	106	33	90	123	0	58	23	24	208	0	21	0	43
43657	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Friedmanniella	s__	Friedmanniella	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43667	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionibacterium	s__	Propionibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43698	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__	Pseudonocardia	0	0	0	92	0	0	42	30	0	632	260	0	0	62	0	0	0	0	0	0
43715	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__	Streptomyces	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
43766	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Atopobium	s__	Atopobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43769	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Libanicoccus	s__	Libanicoccus	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43770	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Olsenella	s__	Olsenella	0	72	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43773	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	Collinsella	0	117	0	0	0	147	0	0	0	0	0	0	43	0	0	0	0	0	0	0
43816	k__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Patulibacter	s__	Patulibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43874	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	Bacteroides	119	24247	22	21	31	20651	159	1988	34	361	59	42	1552	68	70	235	16	34	338	680
43877	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidales Incertae Sedis	g__Phocaeicola	s__	Phocaeicola	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
43883	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	s__	Barnesiella	0	208	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43884	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Coprobacter	s__	Coprobacter	36	156	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43885	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__uncultured	s__	f__Barnesiellaceae_uncultured	0	54	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43890	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Candidatus Armantifilum	s__	Candidatus_Armantifilum	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43893	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Dysgonomonas	s__	Dysgonomonas	0	58	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43894	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Fermentimonas	s__	Fermentimonas	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43896	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Proteiniphilum	s__	Proteiniphilum	0	68	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43897	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__uncultured	s__	f__Dysgonomonadaceae_uncultured	0	43	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43907	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__	Butyricimonas	0	957	0	0	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43908	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Marinifilum	s__	Marinifilum	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43909	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	Odoribacter	0	406	0	0	0	351	0	0	0	0	0	0	0	0	0	22	0	0	0	27
43911	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__uncultured	s__	f__Marinifilaceae_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43925	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__uncultured	s__	f__Marinilabiliaceae_uncultured	0	64	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43929	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Muribaculum	s__	Muribaculum	0	0	0	0	0	0	0	0	0	1847	0	0	0	0	0	0	0	0	0	0
43931	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__F0058	s__	F0058	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
43934	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__Paludibacter	s__	Paludibacter	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43935	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__uncultured	s__	f__Paludibacteraceae_uncultured	0	58	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43939	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__	Porphyromonas	465	193	116	69	0	163	2160	77	43	458	884	57	91	820	40	455	22	0	25	87
43941	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Alloprevotella	s__	Alloprevotella	1902	2522	533	152	174	2431	20359	742	120	1535	1474	0	881	3742	14	647	107	14	116	99
43942	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Paraprevotella	s__	Paraprevotella	0	3133	0	0	0	2453	0	112	0	0	0	0	24	0	0	0	0	0	0	14
43943	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__	Prevotella	9389	22437	688	407	612	18356	30891	2701	636	3266	12269	469	1719	5230	159	3353	225	65	544	869
43944	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotellaceae Ga6A1 group	s__	Prevotellaceae_Ga6A1_group	0	16	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43945	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotellaceae NK3B31 group	s__	Prevotellaceae_NK3B31_group	0	82	0	0	0	63	21	0	0	0	0	0	0	0	0	0	0	0	0	0
43946	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotellaceae UCG-001	s__	Prevotellaceae_UCG-001	0	2106	0	0	0	2057	20	0	0	0	0	0	72	0	12	0	0	0	0	73
43947	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotellaceae UCG-003	s__	Prevotellaceae_UCG-003	0	164	0	0	0	162	18	0	0	0	0	0	0	0	0	0	0	0	0	0
43948	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotellaceae UCG-004	s__	Prevotellaceae_UCG-004	0	96	0	0	0	58	22	0	0	0	0	0	0	0	0	0	0	0	0	0
43950	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__uncultured	s__	f__Prevotellaceae_uncultured	0	241	0	0	0	190	0	0	13	0	0	0	0	0	0	0	0	0	0	0
43962	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prolixibacteraceae	g__uncultured	s__	f__Prolixibacteraceae_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43965	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	Alistipes	0	247	0	0	0	250	0	0	0	157	0	0	0	0	0	18	0	0	13	0
43972	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenellaceae RC9 gut group	s__	Rikenellaceae_RC9_gut_group	0	60	0	0	0	41	46	31	0	0	0	0	0	0	0	0	0	0	0	0
43978	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__uncultured	s__	f__Rikenellaceae_uncultured	0	40	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43986	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Candidatus Vestibaculum	s__	Candidatus_Vestibaculum	0	71	0	0	0	76	0	0	0	26	0	0	0	0	0	0	0	0	0	0
43987	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Macellibacteroides	s__	Macellibacteroides	0	30	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43988	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	Parabacteroides	0	16562	0	0	0	14862	0	62	0	382	0	0	81	0	0	66	0	0	51	121
43989	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Tannerella	s__	Tannerella	32	63	0	0	0	38	0	0	0	42	40	0	13	15	0	0	0	0	0	0
43994	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Williamwhitmaniaceae	g__Blvii28 wastewater-sludge group	s__	Blvii28_wastewater-sludge_group	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
